2026/09/24 18:03:15.796, 2520, 10251, 47, 91.94, 1
2026/09/24 18:03:16.820, 2520, 10501, 47, 80.59, 7
2026/09/24 18:03:17.845, 2640, 10251, 52, 127.02, 100
2026/09/24 18:03:18.880, 2640, 10501, 48, 114.87, 26
2026/09/24 18:03:19.908, 2520, 10501, 47, 89.19, 0
2026/09/24 18:03:20.938, 2520, 10251, 46, 80.98, 3
2026/09/24 18:03:21.963, 2640, 10251, 51, 129.05, 100
2026/09/24 18:03:22.989, 2640, 10251, 47, 132.59, 0
2026/09/24 18:03:24.014, 2640, 10251, 49, 189.56, 3
2026/09/24 18:03:25.040, 2640, 10501, 49, 140.42, 0
2026/09/24 18:03:26.064, 2640, 10501, 49, 136.75, 0
2026/09/24 18:03:27.088, 2640, 10251, 48, 121.66, 0
2026/09/24 18:03:28.113, 2640, 10501, 47, 104.63, 0
2026/09/24 18:03:29.140, 2640, 10251, 53, 115.95, 84
2026/09/24 18:03:30.214, 2640, 10251, 46, 91.79, 0
2026/09/24 18:03:31.239, 2640, 10251, 51, 114.24, 100
2026/09/24 18:03:32.265, 2640, 10251, 52, 201.74, 100
2026/09/24 18:03:33.290, 2640, 10251, 53, 201.97, 100
2026/09/24 18:03:34.316, 2640, 10251, 53, 202.06, 100
2026/09/24 18:03:35.341, 2640, 10251, 53, 202.38, 100
2026/09/24 18:03:36.366, 2640, 10251, 53, 200.87, 100
2026/09/24 18:03:37.391, 2640, 10251, 54, 203.79, 100
2026/09/24 18:03:38.417, 2640, 10251, 54, 201.53, 100
2026/09/24 18:03:39.443, 2640, 10251, 54, 204.45, 100
2026/09/24 18:03:40.468, 2640, 10251, 54, 202.55, 100
2026/09/24 18:03:41.494, 2640, 10251, 49, 143.32, 53
2026/09/24 18:03:42.521, 2640, 10251, 48, 82.84, 0
2026/09/24 18:03:43.545, 2625, 10251, 62, 299.65, 100
2026/09/24 18:03:44.571, 2625, 10251, 65, 383.01, 100
2026/09/24 18:03:45.596, 2640, 10251, 50, 175.42, 5
2026/09/24 18:03:46.621, 2640, 10251, 49, 89.78, 0
2026/09/24 18:03:47.647, 2640, 10251, 61, 326.02, 100
2026/09/24 18:03:48.674, 2640, 10251, 62, 330.10, 100
2026/09/24 18:03:49.701, 2640, 10251, 54, 297.10, 100
2026/09/24 18:03:50.732, 2640, 10251, 50, 91.22, 0
2026/09/24 18:03:51.759, 2640, 10251, 60, 89.89, 0
2026/09/24 18:03:52.785, 2640, 10251, 61, 299.43, 100
2026/09/24 18:03:53.811, 2640, 10251, 62, 297.64, 100
2026/09/24 18:03:54.839, 2640, 10251, 51, 185.62, 9
2026/09/24 18:03:55.865, 2640, 10251, 50, 93.49, 0
2026/09/24 18:03:56.895, 2625, 10251, 65, 332.97, 100
2026/09/24 18:03:57.925, 2640, 10251, 51, 263.53, 75
2026/09/24 18:03:58.952, 2640, 10251, 50, 96.40, 0
2026/09/24 18:03:59.989, 2640, 10501, 52, 286.58, 0
2026/09/24 18:04:01.020, 2640, 10251, 50, 98.33, 0
2026/09/24 18:04:02.045, 2415, 10251, 57, 244.35, 100
2026/09/24 18:04:03.071, 2640, 10251, 50, 136.04, 0
2026/09/24 18:04:04.098, 2205, 10251, 59, 122.82, 83
2026/09/24 18:04:05.131, 2640, 10501, 50, 201.38, 7
2026/09/24 18:04:06.165, 2640, 10501, 49, 105.54, 7
2026/09/24 18:04:07.198, 2520, 10501, 48, 93.59, 6
2026/09/24 18:04:08.226, 2520, 10501, 48, 101.93, 7
2026/09/24 18:04:09.251, 2520, 10501, 48, 99.35, 0
2026/09/24 18:04:10.276, 2520, 10251, 49, 93.37, 2
2026/09/24 18:04:11.303, 2640, 10251, 50, 94.46, 100
2026/09/24 18:04:12.382, 2640, 10251, 57, 135.31, 66
2026/09/24 18:04:13.407, 2640, 10251, 48, 200.42, 0
2026/09/24 18:04:14.451, 2640, 10251, 48, 151.39, 0
2026/09/24 18:04:15.481, 2640, 10251, 48, 147.27, 0
2026/09/24 18:04:16.509, 2640, 10251, 56, 137.88, 63
2026/09/24 18:04:17.534, 2640, 10501, 48, 133.02, 7
2026/09/24 18:04:18.560, 2520, 10251, 50, 107.83, 1
2026/09/24 18:04:19.584, 2640, 10251, 52, 172.12, 100
2026/09/24 18:04:20.609, 2640, 10251, 48, 145.53, 100
2026/09/24 18:04:21.634, 2640, 10251, 47, 83.79, 0
2026/09/24 18:04:22.658, 2625, 10251, 59, 299.87, 100
2026/09/24 18:04:23.683, 2625, 10251, 64, 391.00, 100
2026/09/24 18:04:24.708, 2640, 10251, 49, 210.89, 6
2026/09/24 18:04:25.733, 2640, 10251, 48, 86.87, 0
2026/09/24 18:04:26.759, 2640, 10251, 60, 255.49, 100
2026/09/24 18:04:27.785, 2640, 10251, 61, 335.52, 100
2026/09/24 18:04:28.835, 2640, 10251, 55, 334.57, 100
2026/09/24 18:04:29.863, 2640, 10251, 49, 113.78, 3
2026/09/24 18:04:30.888, 2625, 10251, 58, 135.57, 0
2026/09/24 18:04:31.914, 2625, 10251, 60, 298.51, 100
2026/09/24 18:04:32.939, 2625, 10251, 60, 296.14, 100
2026/09/24 18:04:33.964, 2640, 10251, 51, 227.86, 98
2026/09/24 18:04:34.990, 2640, 10251, 49, 93.48, 0
2026/09/24 18:04:36.021, 2475, 10251, 64, 272.26, 100
2026/09/24 18:04:37.049, 2640, 10251, 50, 170.30, 0
2026/09/24 18:04:38.074, 2430, 10251, 55, 95.11, 100
2026/09/24 18:04:39.102, 2640, 10251, 53, 361.14, 55
2026/09/24 18:04:40.126, 2640, 10251, 49, 107.02, 0
2026/09/24 18:04:41.152, 2385, 10251, 60, 184.01, 100
2026/09/24 18:04:42.180, 2640, 10251, 49, 204.60, 0
2026/09/24 18:04:43.208, 2640, 10251, 48, 95.15, 0
2026/09/24 18:04:44.234, 2640, 10501, 50, 180.96, 0
2026/09/24 18:04:45.258, 2640, 10251, 48, 96.51, 0
2026/09/24 18:04:46.282, 2640, 10251, 54, 161.23, 100
2026/09/24 18:04:47.308, 2640, 10251, 54, 218.39, 100
2026/09/24 18:04:48.334, 2640, 10251, 55, 217.58, 100
2026/09/24 18:04:49.362, 2640, 10251, 55, 216.84, 100
2026/09/24 18:04:50.388, 2640, 10251, 55, 215.76, 100
2026/09/24 18:04:51.413, 2640, 10251, 55, 213.22, 100
2026/09/24 18:04:52.439, 2640, 10251, 55, 214.97, 100
2026/09/24 18:04:53.464, 2640, 10251, 55, 212.30, 100
2026/09/24 18:04:54.490, 2640, 10251, 55, 211.40, 100
2026/09/24 18:04:55.516, 2640, 10251, 55, 211.08, 100
2026/09/24 18:05:02.811, 210, 405, 45, 32.19, 0
2026/09/24 18:05:26.379, 210, 405, 41, 30.43, 0
2026/09/24 18:05:27.437, 2520, 10251, 48, 63.94, 100
2026/09/24 18:05:28.468, 2655, 10251, 43, 151.63, 0
2026/09/24 18:05:34.817, 210, 405, 41, 30.46, 0
2026/09/24 18:05:35.883, 2520, 10251, 48, 61.11, 3
2026/09/24 18:05:40.556, 210, 405, 40, 30.69, 0
2026/09/24 18:05:41.601, 2640, 10251, 46, 87.74, 0
2026/09/24 18:05:46.650, 210, 405, 40, 29.09, 0
2026/09/24 18:05:47.695, 2640, 10501, 43, 101.10, 0
2026/09/24 18:05:48.720, 2640, 10251, 43, 105.74, 61
2026/09/24 18:05:49.743, 2640, 10251, 42, 101.19, 7
2026/09/24 18:06:08.105, 2520, 10251, 42, 68.49, 0
2026/09/24 18:06:09.132, 2520, 10251, 42, 69.63, 0
2026/09/24 18:06:10.157, 2520, 10251, 42, 70.71, 6
2026/09/24 18:06:11.210, 2640, 10251, 42, 78.66, 9
2026/09/24 18:06:12.245, 2640, 10251, 43, 80.82, 100
2026/09/24 18:06:13.275, 2640, 10251, 42, 89.34, 9
2026/09/24 18:06:14.328, 2640, 10251, 42, 78.84, 0
2026/09/24 18:06:15.364, 2520, 10251, 42, 76.30, 59
2026/09/24 18:06:18.160, 2520, 10251, 42, 66.39, 0
