src_file,stamp,gpu,sm_count,clock_ghz,round,shape,M,N,K,kernel,iters,ms,gflops,pct_peak,ai,roofline_gflops,roofline_pct,load_per_fma,dist,bcast,ldg,req_per_fma,beat,cyc_per_load,model_pred,model_note,regs,barriers,smem_bytes,spill_bytes,occ_pct,blocks_per_sm,threads_per_block,block_x,block_y,grid_x,grid_y,footprint_mb,verified
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,1,decode-b1,1,18944,3584,k4,11,0.3,452.1,0.55,7.964,8029.0,5.6,1.188,0.125,1.0,0.062,,45.66,38.45,0.97,,,,8192,,75.0,9,128,32,4,592,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,1,decode-b1,1,18944,3584,k5,11,0.333,407.4,0.49,12.709,12812.0,3.2,0.414,0.125,0.25,0.039,,50.67,122.38,0.53,,,,20480,,33.3,4,128,32,4,148,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,1,decode-b1,1,18944,3584,k6,11,0.319,426.0,0.52,12.709,12812.0,3.3,0.104,0.031,0.062,0.01,,48.46,468.13,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,148,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k0,11,2.394,57415.5,69.53,,,,,,,,,,,,,,,,,,,,,,,,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k1,3,211.984,648.3,0.79,0.25,252.0,257.3,2.0,0.0,0.0,2.0,33.0,31.84,15.92,3.78,,,,0,,66.7,1,1024,32,32,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k2,5,25.827,5321.5,6.44,0.25,252.0,2111.7,2.0,0.0,0.0,2.0,2.0,3.88,1.94,3.78,,,,0,,66.7,1,1024,32,32,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k3,11,22.285,6167.2,7.47,7.969,8033.0,76.8,2.062,1.0,1.0,0.062,,3.35,1.62,3.26,,,,8192,,66.7,1,1024,32,32,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k3c,11,20.581,6678.0,8.09,12.72,12823.0,52.1,2.039,1.0,1.0,0.039,,3.09,1.52,3.21,,,,8192,,66.7,1,1024,32,32,32,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k4,11,6.59,20856.2,25.26,7.969,8033.0,259.6,1.188,0.125,1.0,0.062,,0.99,0.83,0.97,,,,8192,,75.0,9,128,32,4,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k5,11,3.977,34561.0,41.85,12.72,12823.0,269.5,0.414,0.125,0.25,0.039,,0.6,1.44,0.53,,,,20480,,33.3,4,128,32,4,32,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,方阵基准,4096,4096,4096,k6,11,3.337,41185.7,49.88,12.72,12823.0,321.2,0.104,0.031,0.062,0.01,,0.5,4.84,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,32,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k0,11,5.003,55586.7,67.32,,,,,,,,,,,,,,,,,,,,,,,,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k1,3,431.083,645.1,0.78,0.25,252.0,256.0,2.0,0.0,0.0,2.0,33.0,32.0,16.0,3.78,,,,0,,66.7,1,1024,32,32,64,592,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k2,5,60.865,4569.1,5.53,0.25,252.0,1813.2,2.0,0.0,0.0,2.0,2.0,4.52,2.26,3.78,,,,0,,66.7,1,1024,32,32,592,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k3,11,47.896,5806.3,7.03,7.964,8029.0,72.3,2.062,1.0,1.0,0.062,,3.56,1.72,3.26,,,,8192,,66.7,1,1024,32,32,592,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k3c,11,48.134,5777.6,7.0,12.709,12812.0,45.1,2.039,1.0,1.0,0.039,,3.57,1.75,3.21,,,,8192,,66.7,1,1024,32,32,148,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k4,11,19.61,14181.4,17.17,7.964,8029.0,176.6,1.188,0.125,1.0,0.062,,1.46,1.23,0.97,,,,8192,,75.0,9,128,32,4,592,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k5,11,13.296,20916.0,25.33,12.709,12812.0,163.3,0.414,0.125,0.25,0.039,,0.99,2.38,0.53,,,,20480,,33.3,4,128,32,4,148,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,prefill,2048,18944,3584,k6,11,8.801,31600.1,38.27,12.709,12812.0,246.6,0.104,0.031,0.062,0.01,,0.65,6.31,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,148,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k0,11,0.313,13871.8,16.8,,,,,,,,,,,,,,,,,,,,,,,,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k1,3,7.629,569.6,0.69,0.25,252.0,226.0,2.0,0.0,0.0,2.0,33.0,36.24,18.12,3.78,,,,0,,66.7,1,1024,32,32,1,592,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k2,5,1.071,4057.8,4.91,0.25,252.0,1610.3,2.0,0.0,0.0,2.0,2.0,5.09,2.54,3.78,,,,0,,66.7,1,1024,32,32,592,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k3,11,0.853,5093.6,6.17,7.964,8029.0,63.4,2.062,1.0,1.0,0.062,,4.05,1.97,3.26,,,,8192,,66.7,1,1024,32,32,592,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k3c,11,1.328,3272.0,3.96,12.709,12812.0,25.5,2.039,1.0,1.0,0.039,,6.31,3.09,3.21,,,,8192,,66.7,1,1024,32,32,148,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k4,11,0.304,14311.8,17.33,7.964,8029.0,178.3,1.188,0.125,1.0,0.062,,1.44,1.21,0.97,,,,8192,,75.0,9,128,32,4,592,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k5,11,0.342,12694.3,15.37,12.709,12812.0,99.1,0.414,0.125,0.25,0.039,,1.63,3.93,0.53,,,,20480,,33.3,4,128,32,4,148,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b32,32,18944,3584,k6,11,0.321,13556.0,16.42,12.709,12812.0,105.8,0.104,0.031,0.062,0.01,,1.52,14.71,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,148,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k0,11,0.302,448.9,0.54,,,,,,,,,,,,,,,,,,,,,,,,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k1,3,1.071,126.8,0.15,0.25,252.0,50.3,2.0,0.0,0.0,2.0,33.0,162.79,81.39,3.78,,,,0,,66.7,1,1024,32,32,1,592,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k2,5,0.479,283.3,0.34,0.25,252.0,112.4,2.0,0.0,0.0,2.0,2.0,72.87,36.44,3.78,,,,0,,66.7,1,1024,32,32,592,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k3,11,0.855,158.7,0.19,7.964,8029.0,2.0,2.062,1.0,1.0,0.062,,130.05,63.05,3.26,,,,8192,,66.7,1,1024,32,32,592,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k3c,11,1.31,103.6,0.13,12.709,12812.0,0.8,2.039,1.0,1.0,0.039,,199.18,97.68,3.21,,,,8192,,66.7,1,1024,32,32,148,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k4,11,0.3,453.1,0.55,7.964,8029.0,5.6,1.188,0.125,1.0,0.062,,45.56,38.37,0.97,,,,8192,,75.0,9,128,32,4,592,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k5,11,0.334,406.6,0.49,12.709,12812.0,3.2,0.414,0.125,0.25,0.039,,50.77,122.61,0.53,,,,20480,,33.3,4,128,32,4,148,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,2,decode-b1,1,18944,3584,k6,11,0.318,427.3,0.52,12.709,12812.0,3.3,0.104,0.031,0.062,0.01,,48.31,466.72,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,148,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k0,11,2.389,57532.4,69.67,,,,,,,,,,,,,,,,,,,,,,,,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k1,3,212.003,648.3,0.79,0.25,252.0,257.3,2.0,0.0,0.0,2.0,33.0,31.84,15.92,3.78,,,,0,,66.7,1,1024,32,32,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k2,5,25.843,5318.2,6.44,0.25,252.0,2110.4,2.0,0.0,0.0,2.0,2.0,3.88,1.94,3.78,,,,0,,66.7,1,1024,32,32,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k3,11,22.291,6165.7,7.47,7.969,8033.0,76.8,2.062,1.0,1.0,0.062,,3.35,1.62,3.26,,,,8192,,66.7,1,1024,32,32,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k3c,11,20.592,6674.3,8.08,12.72,12823.0,52.0,2.039,1.0,1.0,0.039,,3.09,1.52,3.21,,,,8192,,66.7,1,1024,32,32,32,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k4,11,6.595,20840.0,25.24,7.969,8033.0,259.4,1.188,0.125,1.0,0.062,,0.99,0.83,0.97,,,,8192,,75.0,9,128,32,4,128,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k5,11,3.981,34519.6,41.8,12.72,12823.0,269.2,0.414,0.125,0.25,0.039,,0.6,1.44,0.53,,,,20480,,33.3,4,128,32,4,32,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,方阵基准,4096,4096,4096,k6,11,3.347,41064.4,49.73,12.72,12823.0,320.2,0.104,0.031,0.062,0.01,,0.5,4.86,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,32,128,201.3,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k0,11,5.006,55549.8,67.27,,,,,,,,,,,,,,,,,,,,,,,,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k1,3,431.749,644.1,0.78,0.25,252.0,255.6,2.0,0.0,0.0,2.0,33.0,32.05,16.02,3.78,,,,0,,66.7,1,1024,32,32,64,592,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k2,5,60.89,4567.2,5.53,0.25,252.0,1812.5,2.0,0.0,0.0,2.0,2.0,4.52,2.26,3.78,,,,0,,66.7,1,1024,32,32,592,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k3,11,47.506,5854.0,7.09,7.964,8029.0,72.9,2.062,1.0,1.0,0.062,,3.53,1.71,3.26,,,,8192,,66.7,1,1024,32,32,592,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k3c,11,48.005,5793.1,7.02,12.709,12812.0,45.2,2.039,1.0,1.0,0.039,,3.56,1.75,3.21,,,,8192,,66.7,1,1024,32,32,148,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k4,11,19.604,14186.0,17.18,7.964,8029.0,176.7,1.188,0.125,1.0,0.062,,1.46,1.23,0.97,,,,8192,,75.0,9,128,32,4,592,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k5,11,13.139,21166.3,25.63,12.709,12812.0,165.2,0.414,0.125,0.25,0.039,,0.98,2.36,0.53,,,,20480,,33.3,4,128,32,4,148,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,prefill,2048,18944,3584,k6,11,8.654,32135.7,38.92,12.709,12812.0,250.8,0.104,0.031,0.062,0.01,,0.64,6.21,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,148,64,456.1,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k0,11,0.313,13864.7,16.79,,,,,,,,,,,,,,,,,,,,,,,,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k1,3,7.629,569.5,0.69,0.25,252.0,226.0,2.0,0.0,0.0,2.0,33.0,36.25,18.12,3.78,,,,0,,66.7,1,1024,32,32,1,592,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k2,5,1.071,4058.2,4.91,0.25,252.0,1610.5,2.0,0.0,0.0,2.0,2.0,5.09,2.54,3.78,,,,0,,66.7,1,1024,32,32,592,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k3,11,0.854,5088.1,6.16,7.964,8029.0,63.4,2.062,1.0,1.0,0.062,,4.06,1.97,3.26,,,,8192,,66.7,1,1024,32,32,592,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k3c,11,1.326,3277.7,3.97,12.709,12812.0,25.6,2.039,1.0,1.0,0.039,,6.3,3.09,3.21,,,,8192,,66.7,1,1024,32,32,148,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k4,11,0.305,14269.7,17.28,7.964,8029.0,177.7,1.188,0.125,1.0,0.062,,1.45,1.22,0.97,,,,8192,,75.0,9,128,32,4,592,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k5,11,0.343,12651.7,15.32,12.709,12812.0,98.7,0.414,0.125,0.25,0.039,,1.63,3.94,0.53,,,,20480,,33.3,4,128,32,4,148,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b32,32,18944,3584,k6,11,0.321,13549.3,16.41,12.709,12812.0,105.8,0.104,0.031,0.062,0.01,,1.52,14.72,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,148,1,274.5,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b1,1,18944,3584,k0,11,0.302,450.2,0.55,,,,,,,,,,,,,,,,,,,,,,,,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b1,1,18944,3584,k1,3,1.068,127.1,0.15,0.25,252.0,50.5,2.0,0.0,0.0,2.0,33.0,162.36,81.18,3.78,,,,0,,66.7,1,1024,32,32,1,592,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b1,1,18944,3584,k2,5,0.479,283.7,0.34,0.25,252.0,112.6,2.0,0.0,0.0,2.0,2.0,72.78,36.39,3.78,,,,0,,66.7,1,1024,32,32,592,1,271.7,1
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,3,decode-b1,1,18944,3584,k3,11,0.855,158.8,0.19,7.964,8029.0,2.0,2.062,1.0,1.0,0.062,,130.03,63.04,3.26,,,,8192,,66.7,1,1024,32,32,592,1,271.7,1
