src_file,stamp,gpu,sm_count,clock_ghz,round,shape,M,N,K,kernel,iters,ms,gflops,pct_peak,ai,roofline_gflops,roofline_pct,load_per_fma,dist,bcast,ldg,req_per_fma,beat,cyc_per_load,model_pred,model_note,regs,barriers,smem_bytes,spill_bytes,occ_pct,blocks_per_sm,threads_per_block,block_x,block_y,grid_x,grid_y,footprint_mb,verified,ms_spread_pct,rounds
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k0,11,0.302,449.6,0.55,,,,,,,,,,,,,,,,,,,,,,,,271.7,1,0.33,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k1,3,1.071,126.8,0.15,0.25,252.0,50.1,2.0,0.0,0.0,2.0,33.0,163.43,81.72,3.78,,,,0,,66.7,1,1024,32,32,1,592,271.7,1,0.65,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k2,5,0.479,283.5,0.34,0.25,252.0,112.1,2.0,0.0,0.0,2.0,2.0,73.06,36.53,3.78,,,,0,,66.7,1,1024,32,32,592,1,271.7,1,0.42,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k3,11,0.855,158.8,0.19,7.964,8029.0,2.0,2.062,1.0,1.0,0.062,,129.86,62.96,3.26,,,,8192,,66.7,1,1024,32,32,592,1,271.7,1,0.12,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k3c,11,1.309,103.7,0.13,12.709,12812.0,0.8,2.039,1.0,1.0,0.039,,199.07,97.63,3.21,,,,8192,,66.7,1,1024,32,32,148,1,271.7,1,0.08,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k4,11,0.3,452.6,0.55,7.964,8029.0,5.6,1.188,0.125,1.0,0.062,,45.66,38.45,0.97,,,,8192,,75.0,9,128,32,4,592,1,271.7,1,0.33,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k5,11,0.334,406.6,0.49,12.709,12812.0,3.2,0.414,0.125,0.25,0.039,,50.67,122.38,0.53,,,,20480,,33.3,4,128,32,4,148,1,271.7,1,0.3,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b1,1,18944,3584,k6,11,0.319,425.7,0.52,12.709,12812.0,3.3,0.104,0.031,0.062,0.01,,48.46,468.13,0.13,k6 是 128 位 load，单价未标定，这个数只当下界,,,20480,,33.3,4,128,32,4,148,1,271.7,1,0.31,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b32,32,18944,3584,k0,11,0.313,13882.7,16.85,,,,,,,,,,,,,,,,,,,,,,,,274.5,1,0.32,3
shapes_20260924_180619.txt,20260924_180619,NVIDIA GeForce RTX 4090,128,2.52,med(3),decode-b32,32,18944,3584,k1,3,7.629,569.6,0.72,0.25,252.0,236.9,2.0,0.0,0.0,2.0,33.0,34.58,17.29,3.78,,,,0,,66.7,1,1024,32,32,1,592,274.5,1,4.57,3
